fecha;area;partida;importe
2025-06-04;Direccion;Suministros;10051.24
2025-13-40;I+D;Publicidad;2253.51
2025-06-20;Calidad;Software;1044.58
2025-01-25;Marketing;Viajes;4112.45
2025-07-04;XXX-AREA MALA;Software;13385.65
2025-01-24;RRHH;Mantenimiento;15325.86
2025-07-11;RRHH;Suministros;7799.21
2025-04-09;Contabilidad;Publicidad;1127.74
2025-08-17;IT;Formacion;4091.15
2025-01-02;Direccion;Personal;116.36
2025-03-02;Ventas;Suministros;656.26
2025-07-09;Direccion;Mantenimiento;915.59
2025-01-13;Ventas;Mantenimiento;1956.22
2025-08-08;Administracion;Mantenimiento;4690.57
2025-07-29;IT;Suministros;10257.09
2025-05-01;Direccion;Alquileres;936.27
2025-04-23;Administracion;Alquileres;4028.16
2025-11-01;I+D;Alquileres;6830.96
2025-05-10;Contabilidad;Viajes;4813.25
2025-07-23;Marketing;Hardware;6651.94
2025-10-13;Marketing;Suministros;17151.72
2025-07-04;IT;Hardware;13802.82
2025-02-22;Administracion;Publicidad;2205.19
2025-04-29;Administracion;Software;2243.52
2025-09-08;Ventas;Formacion;7839.27
2025-08-25;Calidad;Software;1356.86
2025-01-13;Direccion;Alquileres;1508.79
2025-08-01;Calidad;Alquileres;1261.56
2025-08-03;Contabilidad;Personal;4016.35
2025-05-18;IT;Mantenimiento;13275.14
2025-04-30;IT;Alquileres;5881.78
2025-07-10;Contabilidad;Publicidad;3157.81
2025-05-30;IT;Suministros;9735.77
2025-02-06;Ventas;Software;1119.96
2025-10-06;Administracion;Mantenimiento;5860.51
2025-09-25;I+D;Mantenimiento;1920.14
2025-08-22;Contabilidad;Formacion;1694.98
2025-02-04;Calidad;Viajes;4960.22
2025-05-03;IT;Software;1309.73
2025-07-04;Contabilidad;Seguros;4768.15
2025-10-14;I+D;Suministros;1504.45
2025-13-40;Contabilidad;Seguros;2188.3
2025-05-08;Operaciones;Viajes;-500.0
2025-01-26;IT;Personal;10000000.0
2025-08-23;Marketing;Hardware;628.95
2025-10-02;Administracion;Hardware;6724.64
2025-08-04;Direccion;Alquileres;1008.85
2025-06-05;Contabilidad;Publicidad;936.96
2025-06-09;IT;Suministros;8275.8
2025-03-04;Contabilidad;Publicidad;3383.69
2025-09-12;Ventas;Mantenimiento;8030.3
2025-08-04;Direccion;Formacion;10137.74
2025-01-29;RRHH;Viajes;6267.79
2025-11-03;I+D;Publicidad;2125.25
2025-05-23;RRHH;Software;14126.85
2025-09-06;Ventas;Viajes;10000000.0
2025-08-10;Operaciones;Suministros;5377.04
2025-04-18;;Alquileres;2140.79
2025-03-23;I+D;Mantenimiento;3093.79
2025-06-01;Calidad;Publicidad;14609.17
2025-05-18;I+D;Formacion;7669.48
2025-07-25;I+D;Suministros;1236.55
2025-01-22;Operaciones;Seguros;5225.07
2025-04-16;Contabilidad;Publicidad;379.1
2025-06-03;Calidad;Viajes;11063.08
2025-05-26;IT;Mantenimiento;7483.97
2025-09-20;Administracion;Mantenimiento;4169.43
2025-04-17;Ventas;Mantenimiento;12842.11
2025-09-19;RRHH;Publicidad;3601.78
2025-05-30;IT;Personal;5989.59
2025-10-12;Administracion;Mantenimiento;2795.99
2025-04-29;IT;Hardware;12651.13
2025-05-16;Marketing;Personal;4769.89
2025-05-21;IT;Alquileres;9505.47
2025-07-26;I+D;Mantenimiento;318.74
2025-07-28;Calidad;Suministros;5189.96
2025-09-29;Marketing;Hardware;759.25
2025-09-05;Direccion;Alquileres;1284.27
2025-01-11;Contabilidad;Publicidad;1740.61
2025-08-03;Marketing;Hardware;8258.9
2025-09-13;Calidad;Suministros;6782.22
2025-03-06;IT;Alquileres;8935.31
2025-06-01;Marketing;Alquileres;9507.29
2025-04-14;Operaciones;Seguros;10294.88
2025-08-26;Contabilidad;Viajes;4496.84
2025-05-21;IT;Viajes;4214.12
2025-02-13;Calidad;Hardware;5913.65
2025-02-20;RRHH;Alquileres;1221.96
2025-04-13;RRHH;Software;7903.41
2025-04-15;I+D;Suministros;448.27
2025-09-21;IT;Alquileres;292.25
2025-02-06;Operaciones;Hardware;5865.46
2025-02-17;;Personal;2230.98
2025-05-21;Operaciones;Hardware;10423.94
2025-07-08;Calidad;Alquileres;1159.24
2025-01-24;Administracion;Mantenimiento;4749.11
2025-13-40;Direccion;Alquileres;2014.88
2025-04-03;Contabilidad;Seguros;13559.95
2025-03-13;Operaciones;Publicidad;5733.72
2025-02-10;Marketing;Publicidad;4548.88
2025-08-22;Calidad;Alquileres;900.5
2025-05-09;Marketing;Suministros;6128.54
2025-03-20;Direccion;Software;9273.72
2025-02-23;;Software;8655.52
2025-04-25;Contabilidad;Mantenimiento;12270.03
2025-09-05;XXX-AREA MALA;Personal;4336.34
2025-10-11;Ventas;Formacion;7051.72
2025-09-23;Calidad;Software;3291.5
2025-08-04;Calidad;Hardware;5327.63
2025-10-27;Ventas;Alquileres;9656.24
2025-10-18;Contabilidad;Publicidad;2153.37
2025-08-01;I+D;Formacion;4637.9
2025-02-25;XXX-AREA MALA;Hardware;9396.97
2025-03-16;I+D;Viajes;8652.91
2025-08-20;RRHH;Seguros;367.52
2025-05-05;Administracion;Viajes;2922.15
2025-02-11;IT;Software;9870.91
2025-08-23;Contabilidad;Hardware;7510.2
2025-07-10;Operaciones;Seguros;4915.07
2025-06-30;Administracion;Personal;2639.88
2025-05-25;IT;Mantenimiento;-500.0
2025-02-13;Operaciones;Seguros;7039.5
2025-07-13;Calidad;Hardware;5712.47
2025-02-06;Calidad;Software;269.67
2025-05-27;I+D;Mantenimiento;6693.07
2025-02-12;Calidad;Seguros;1348.34
2025-03-17;Calidad;Viajes;-500.0
2025-06-09;I+D;Suministros;817.55
2025-07-03;Contabilidad;Publicidad;217.23
2025-11-03;XXX-AREA MALA;Formacion;508.56
2025-08-03;Calidad;Hardware;11345.5
2025-10-01;Operaciones;Seguros;11580.92
2025-05-04;Contabilidad;Viajes;3889.24
2025-01-13;IT;Publicidad;2058.18
2025-06-02;Operaciones;Personal;4394.2
2025-08-04;I+D;Software;564.19
2025-06-02;I+D;Suministros;370.64
2025-13-40;I+D;Personal;12745.53
2025-04-09;Ventas;Viajes;306.46
2025-08-05;Operaciones;Viajes;4209.43
2025-04-22;Operaciones;Suministros;4581.49
2025-10-29;I+D;Seguros;1931.01
2025-09-27;IT;Personal;4745.35
2025-01-12;Calidad;Alquileres;3206.56
2025-10-07;Direccion;Seguros;-500.0
2025-09-12;Operaciones;Software;1193.75
2025-05-28;RRHH;Hardware;5021.19
2025-06-13;IT;Seguros;6274.68
2025-04-05;Calidad;Suministros;8581.58
2025-08-24;IT;Viajes;329.84
2025-06-09;IT;Publicidad;4212.37
2025-04-04;Ventas;Alquileres;8368.99
2025-10-21;Calidad;Suministros;3668.95
2025-01-29;I+D;Personal;485.23
2025-02-27;IT;Software;2616.77
2025-09-10;Direccion;XXX-PARTIDA MALA;1563.29
2025-05-02;IT;Publicidad;3958.93
2025-10-11;RRHH;Alquileres;7187.41
2025-10-26;Contabilidad;Formacion;2315.62
2025-02-09;RRHH;Formacion;12242.32
2025-04-09;Operaciones;Mantenimiento;7130.29
2025-09-18;Ventas;Mantenimiento;4914.09
2025-06-16;I+D;Mantenimiento;907.18
2025-02-14;I+D;Seguros;4524.59
2025-11-08;RRHH;Software;2914.76
2025-02-26;Ventas;Suministros;1778.56
2025-08-28;Direccion;Seguros;827.95
2025-08-10;I+D;Hardware;134.34
2025-08-18;Marketing;Formacion;2518.76
2025-01-11;Contabilidad;Software;3904.88
2025-09-17;Calidad;Suministros;5990.68
2025-08-22;Direccion;Personal;341.89
2025-06-03;Administracion;Hardware;3822.1
2025-02-25;Administracion;Alquileres;11064.36
2025-10-11;Direccion;Viajes;10000000.0
2025-09-06;Contabilidad;Alquileres;2603.66
2025-02-05;RRHH;Formacion;2533.96
2025-04-13;Direccion;Software;11545.53
2025-06-30;Contabilidad;XXX-PARTIDA MALA;315.22
2025-07-30;Ventas;Personal;11140.1
2025-11-06;Calidad;Mantenimiento;7052.1
2025-04-01;Calidad;Suministros;12967.45
2025-11-01;Direccion;Personal;1133.15
2025-01-14;Direccion;Seguros;1035.45
2025-03-30;Contabilidad;Seguros;3958.91
2025-10-21;Contabilidad;Viajes;1908.0
2025-06-27;I+D;Software;5933.82
2025-05-06;I+D;Seguros;439.24
2025-06-17;RRHH;Publicidad;2354.01
2025-08-01;Administracion;Formacion;3227.37
2025-04-18;Marketing;Hardware;776.38
2025-08-12;Calidad;XXX-PARTIDA MALA;12083.76
2025-09-04;Direccion;Mantenimiento;13120.05
2025-01-31;Contabilidad;Viajes;287.65
2025-08-15;Contabilidad;Hardware;2416.93
2025-05-31;Operaciones;Mantenimiento;12523.91
2025-07-28;IT;Alquileres;4234.99
2025-08-23;Marketing;Viajes;3187.33
2025-09-24;Ventas;Formacion;4173.94
2025-11-10;Marketing;Alquileres;8138.93
2025-07-27;Administracion;Hardware;1397.5
2025-02-25;Operaciones;Personal;1033.96
2025-06-02;I+D;Software;4170.78
2025-02-22;Operaciones;Viajes;12740.16
2025-13-40;Ventas;Alquileres;4010.39
2025-03-30;RRHH;Formacion;1716.28
2025-09-29;Ventas;Seguros;474.69
2025-01-10;Ventas;Formacion;1223.6
2025-07-24;Marketing;Suministros;7649.91
2025-09-26;Direccion;Personal;666.76
2025-04-06;IT;Mantenimiento;10918.64
2025-07-18;XXX-AREA MALA;Hardware;483.71
2025-08-22;Ventas;Personal;8934.41
2025-07-05;Marketing;Publicidad;1534.06
2025-08-14;Direccion;Software;10395.64
2025-09-02;Calidad;Mantenimiento;5569.55
2025-02-28;XXX-AREA MALA;Mantenimiento;2352.74
2025-05-30;Administracion;Mantenimiento;3452.93
2025-05-16;Contabilidad;;355.75
2025-02-14;Contabilidad;Publicidad;3178.66
2025-06-15;RRHH;Alquileres;3073.2
2025-07-29;Operaciones;XXX-PARTIDA MALA;1122.46
2025-10-19;IT;Suministros;9801.55
2025-06-13;Calidad;Software;1108.96
2025-08-06;Marketing;Viajes;3245.56
2025-10-02;Direccion;Seguros;1171.44
2025-01-05;Ventas;Publicidad;4823.33
2025-01-09;Operaciones;Formacion;2289.56
2025-05-27;Administracion;Mantenimiento;10000000.0
2025-01-23;RRHH;Formacion;8383.78
2025-07-23;RRHH;Hardware;16044.64
2025-01-31;Marketing;Alquileres;11570.42
2025-08-23;I+D;Viajes;4259.97
2025-06-06;Marketing;Suministros;11722.68
2025-08-26;I+D;Suministros;960.11
2025-07-20;IT;Software;10784.04
2025-07-24;Operaciones;Software;3250.41
2025-08-14;Ventas;Mantenimiento;13603.56
2025-13-40;Direccion;Hardware;3527.66
2025-08-06;I+D;Mantenimiento;545.01
2025-09-19;Marketing;Alquileres;9470.96
2025-03-27;Calidad;Suministros;10373.01
2025-09-12;I+D;Suministros;844.23
2025-10-28;I+D;Viajes;8986.28
2025-01-14;Contabilidad;Mantenimiento;2389.69
2025-08-09;Direccion;Suministros;6326.52
2025-07-21;Direccion;Formacion;13689.31
2025-08-26;Direccion;Personal;228.28
2025-07-14;Administracion;Publicidad;749.43
2025-02-07;Administracion;Personal;9923.51
2025-10-08;Ventas;Mantenimiento;5610.29
2025-06-06;Operaciones;Software;1186.33
2025-07-28;Contabilidad;Formacion;3271.06
2025-04-06;Ventas;Mantenimiento;4710.71
2025-08-31;IT;Seguros;338.37
2025-03-06;Operaciones;Publicidad;7654.45
2025-08-14;Marketing;Seguros;8317.22
2025-11-08;Ventas;Formacion;3225.96
2025-04-11;Direccion;Viajes;6097.67
2025-08-21;I+D;Viajes;2416.64
2025-07-02;Ventas;Viajes;1238.26
2025-02-15;Direccion;Seguros;453.57
2025-11-08;I+D;Mantenimiento;6338.71
2025-04-03;Calidad;Personal;10000.52
2025-10-24;Contabilidad;Hardware;1066.49
2025-09-29;RRHH;Suministros;13271.02
2025-07-21;Contabilidad;Formacion;3028.74
2025-02-09;Marketing;Personal;1644.18
2025-05-28;Ventas;Suministros;1804.94
2025-10-03;Direccion;Viajes;11641.98
2025-05-31;Marketing;Publicidad;3228.29
2025-08-22;Calidad;Seguros;973.94
2025-10-25;Marketing;Hardware;2811.0
2025-02-24;Contabilidad;Software;2819.65
2025-09-13;I+D;Hardware;573.65
2025-06-08;Direccion;Publicidad;-500.0
2025-07-04;RRHH;Suministros;12338.62
2025-09-11;Ventas;Software;523.45
2025-10-22;Calidad;Formacion;13800.03
2025-01-21;Ventas;Formacion;1591.31
2025-01-24;Ventas;Hardware;3991.5
2025-09-12;Direccion;Alquileres;2003.47
2025-10-11;Ventas;Viajes;1133.58
2025-11-09;Calidad;Formacion;11177.54
2025-06-07;Calidad;Formacion;15179.29
2025-01-05;I+D;Mantenimiento;1958.32
2025-01-07;RRHH;Publicidad;448.66
2025-04-21;IT;Viajes;10830.52
2025-07-07;Ventas;Suministros;4760.37
2025-09-10;IT;Seguros;11390.75
2025-06-04;;Seguros;290.88
2025-08-09;Administracion;Suministros;5500.88
2025-11-02;I+D;Hardware;1233.44
2025-06-21;IT;Formacion;2585.65
2025-13-40;IT;Hardware;9254.59
2025-02-13;I+D;Personal;5761.81
2025-01-27;Ventas;Personal;4140.21
2025-02-07;Administracion;Suministros;1603.53
2025-03-23;Marketing;Alquileres;4284.7
2025-05-09;IT;Personal;4796.89
2025-05-28;Calidad;Viajes;490.47
2025-01-04;Ventas;Personal;3242.54
2025-09-21;IT;;8523.8
2025-03-11;Ventas;Personal;12562.33
2025-05-23;RRHH;Alquileres;1509.8
2025-13-40;Calidad;Personal;13201.32
2025-01-02;Calidad;Formacion;2467.13
2025-10-18;RRHH;Formacion;11026.5
2025-10-16;;Mantenimiento;9201.84
2025-05-29;I+D;Seguros;692.42
2025-09-13;Calidad;Publicidad;7104.73
2025-08-21;Marketing;Formacion;9353.58
2025-02-25;;Publicidad;12264.31
2025-01-20;Contabilidad;Suministros;2030.24
2025-07-07;Marketing;Suministros;16399.58
2025-02-10;Marketing;Personal;2545.14
2025-04-21;RRHH;Software;15241.05
2025-08-12;Operaciones;Personal;3154.05
2025-08-25;Calidad;Alquileres;3122.96
2025-03-16;Administracion;Mantenimiento;691.26
2025-08-23;Operaciones;Alquileres;262.8
2025-07-26;IT;Seguros;4514.13
2025-01-10;Calidad;Alquileres;2219.46
2025-02-15;Marketing;Viajes;5020.23
2025-10-27;I+D;Seguros;4130.25
2025-05-20;Direccion;Seguros;837.48
2025-03-15;Administracion;Personal;8120.85
2025-03-02;Ventas;Alquileres;1120.75
2025-06-07;Administracion;Publicidad;1120.32
2025-02-20;Operaciones;Alquileres;9324.42
2025-01-31;Marketing;Hardware;1378.93
2025-06-01;I+D;Seguros;5138.17
2025-05-28;Marketing;Formacion;7393.52
2025-10-24;IT;Personal;2681.46
2025-04-15;Administracion;Hardware;9843.45
2025-07-10;Direccion;Personal;1166.68
2025-03-23;Calidad;Publicidad;377.25
2025-09-18;Administracion;Suministros;7291.87
2025-01-05;I+D;Seguros;3172.05
2025-02-08;Administracion;Hardware;10626.79
2025-01-26;Marketing;Hardware;7163.72
2025-04-01;Ventas;Seguros;1491.77
2025-03-18;Contabilidad;Seguros;3453.32
2025-08-14;IT;Hardware;2937.22
2025-04-07;Calidad;Hardware;11192.08
2025-10-24;Ventas;Publicidad;4127.7
2025-04-26;I+D;Suministros;404.43
2025-06-12;Operaciones;Mantenimiento;5884.11
2025-08-09;Calidad;Mantenimiento;5659.2
2025-02-09;Operaciones;Software;4764.29
2025-04-23;Administracion;Software;899.78
2025-01-01;Administracion;Hardware;218.9
2025-01-19;Direccion;Personal;453.93
2025-08-02;Calidad;Alquileres;1067.08
2025-02-09;IT;Publicidad;4060.42
2025-03-06;RRHH;Software;4303.13
2025-01-09;IT;Mantenimiento;5860.62
2025-09-25;Contabilidad;Publicidad;2697.61
2025-01-01;Administracion;Hardware;9872.19
2025-06-24;IT;;613.92
2025-09-25;Contabilidad;Publicidad;3311.25
2025-09-20;Direccion;Hardware;8311.89
2025-06-19;I+D;Suministros;601.53
2025-09-04;Direccion;Suministros;7854.89
2025-06-11;I+D;Publicidad;776.93
2025-01-18;Direccion;Mantenimiento;10170.95
2025-06-07;Direccion;Personal;254.04
2025-06-13;Marketing;Alquileres;2797.02
2025-05-08;RRHH;Software;4541.11
2025-02-11;Marketing;Seguros;7549.66
2025-02-18;Operaciones;Hardware;4004.72
2025-04-11;RRHH;Alquileres;1103.39
2025-10-17;Contabilidad;Suministros;10000000.0
2025-02-06;Ventas;Hardware;3630.9
2025-07-24;IT;Alquileres;5694.8
2025-03-12;Ventas;Hardware;1973.43
2025-09-12;I+D;Suministros;10000000.0
2025-10-19;Administracion;Personal;4105.75
2025-06-07;IT;Personal;2281.63
2025-09-01;Operaciones;Personal;1345.53
2025-03-18;Calidad;Mantenimiento;5097.77
2025-10-09;I+D;Mantenimiento;692.13
2025-04-26;IT;Seguros;5350.65
2025-02-05;I+D;Viajes;5721.24
2025-10-26;Calidad;Personal;2264.97
2025-09-03;Direccion;Viajes;10450.53
2025-02-09;Contabilidad;Personal;3569.64
2025-09-25;Administracion;Software;416.97
2025-01-05;Ventas;Viajes;1196.3
2025-09-15;Calidad;Suministros;12587.46
2025-10-02;Contabilidad;Hardware;3450.68
2025-07-14;Administracion;Mantenimiento;601.98
2025-05-17;;Formacion;13649.16
2025-07-17;Operaciones;Personal;424.22
2025-09-10;I+D;Mantenimiento;3446.92
2025-09-28;RRHH;Suministros;4523.99
2025-02-20;Marketing;Software;7269.55
2025-04-14;Direccion;Seguros;363.27
2025-08-04;Administracion;Mantenimiento;3357.08
2025-06-22;Marketing;Software;9783.09
2025-08-17;Direccion;Alquileres;1142.15
2025-06-17;Contabilidad;Software;7564.52
2025-02-19;Administracion;Formacion;1852.97
2025-04-19;Contabilidad;Alquileres;1037.65
2025-09-25;Ventas;Hardware;1529.29
2025-02-21;Calidad;Suministros;3721.21
2025-05-25;Administracion;Publicidad;5894.92
2025-08-06;IT;Viajes;3799.23
2025-09-05;;Publicidad;1319.67
2025-01-02;Operaciones;Alquileres;7009.51
2025-13-40;Ventas;Software;954.97
2025-03-08;Marketing;Alquileres;1477.82
2025-10-13;Contabilidad;Mantenimiento;11928.73
2025-06-08;RRHH;Seguros;903.08
2025-03-30;Operaciones;Publicidad;8572.85
2025-01-08;Marketing;Suministros;11671.57
2025-06-18;Direccion;Personal;1146.32
2025-01-01;Calidad;Personal;15280.52
2025-05-02;Contabilidad;Personal;9013.11
2025-11-08;Operaciones;Viajes;15318.74
2025-11-09;Administracion;Personal;6949.68
2025-10-22;IT;Publicidad;3563.07
2025-05-14;RRHH;Publicidad;4329.55
2025-03-01;RRHH;Personal;6832.86
2025-05-06;I+D;Hardware;291.18
2025-10-19;Contabilidad;Mantenimiento;1615.93
2025-02-05;I+D;Formacion;8289.05
2025-08-05;Operaciones;Mantenimiento;4996.48
2025-02-20;IT;Alquileres;3137.6
2025-03-20;Contabilidad;Mantenimiento;16635.77
2025-06-09;Direccion;Hardware;6139.5
2025-05-02;I+D;Mantenimiento;530.49
2025-04-28;RRHH;Software;5398.53
2025-08-06;Marketing;Software;16602.97
2025-08-13;Direccion;Personal;850.78
2025-02-26;Calidad;Viajes;2654.77
2025-08-06;Marketing;Mantenimiento;11651.12
2025-05-10;Ventas;Alquileres;9787.29
2025-10-06;Contabilidad;Hardware;1841.92
2025-06-25;Administracion;Suministros;2052.2
2025-01-07;IT;Suministros;8376.25
2025-03-02;Operaciones;Software;4405.65
2025-10-05;Direccion;Software;15278.17
2025-05-20;IT;Mantenimiento;9299.8
2025-08-18;IT;Seguros;11061.52
2025-06-09;Calidad;Mantenimiento;6107.47
2025-11-05;Marketing;Hardware;7840.61
2025-04-16;Operaciones;Suministros;6971.91
2025-05-11;Operaciones;Software;3444.52
2025-05-11;Administracion;Software;1725.89
2025-02-10;Ventas;Seguros;3244.03
2025-08-03;Operaciones;Software;1155.05
2025-01-07;Calidad;Personal;9495.44
2025-07-20;Ventas;Personal;13827.94
2025-01-29;IT;Hardware;7343.04
2025-01-23;RRHH;Viajes;4636.09
2025-09-18;Marketing;Mantenimiento;2676.3
2025-01-21;RRHH;Mantenimiento;4855.41
2025-05-05;I+D;Seguros;1994.52
2025-09-21;Calidad;Viajes;6393.15
2025-03-14;Operaciones;Software;5592.34
2025-02-26;Contabilidad;Hardware;214.49
2025-03-30;Ventas;Formacion;8230.96
2025-05-10;Calidad;Alquileres;3183.55
2025-06-27;Ventas;Personal;5486.82
2025-01-20;Calidad;Viajes;9909.7
2025-03-21;Contabilidad;Software;3884.04
2025-03-13;Operaciones;Suministros;7218.09
2025-06-08;Contabilidad;Formacion;3575.78
2025-08-21;Marketing;Suministros;4213.41
2025-13-40;Calidad;Hardware;11584.81
2025-06-30;Calidad;Alquileres;373.05
2025-07-10;IT;Suministros;463.65
2025-11-07;Marketing;Formacion;9801.7
2025-08-19;Marketing;Software;6172.89
2025-09-01;Ventas;Personal;3757.81
2025-08-07;Ventas;Mantenimiento;3282.22
2025-08-21;IT;Personal;5461.32
2025-05-17;IT;Hardware;12872.94
2025-07-20;Ventas;Mantenimiento;3649.38
2025-06-08;RRHH;Viajes;4669.55
2025-08-27;IT;Mantenimiento;11332.61
2025-03-29;Direccion;Publicidad;279.52
2025-02-01;IT;Seguros;7340.72
2025-06-19;Contabilidad;Publicidad;2536.93
2025-08-29;Marketing;Formacion;8851.99
2025-03-02;IT;Formacion;4182.36
2025-08-04;Direccion;Alquileres;1718.67
2025-06-07;Calidad;Mantenimiento;10000000.0
2025-01-06;Operaciones;Alquileres;6226.25
2025-02-14;Administracion;Software;1169.35
2025-09-09;Direccion;Suministros;4011.6
2025-07-03;Operaciones;Hardware;4672.94
2025-02-10;I+D;Publicidad;410.3
2025-06-30;Administracion;Formacion;2075.63
2025-01-20;Direccion;Personal;879.99
2025-04-27;Contabilidad;Mantenimiento;10681.91
2025-05-01;I+D;Hardware;392.35
2025-07-04;Ventas;Alquileres;8393.51
2025-07-10;Direccion;Suministros;9572.53
2025-01-26;Contabilidad;Publicidad;3131.25
2025-03-20;Calidad;XXX-PARTIDA MALA;8600.18
2025-10-10;IT;Hardware;17954.29
2025-07-20;Administracion;Mantenimiento;1303.24
2025-06-05;I+D;Mantenimiento;5508.42
2025-07-10;Contabilidad;Viajes;5074.53
2025-06-18;Calidad;Mantenimiento;5062.88
2025-05-14;RRHH;Formacion;9579.89
2025-07-16;Calidad;Mantenimiento;2620.15
2025-08-27;Ventas;Mantenimiento;6930.76
2025-01-20;Calidad;Mantenimiento;1315.81
2025-09-06;IT;Formacion;5154.0
2025-10-31;Marketing;Publicidad;3055.32
2025-02-23;IT;Publicidad;2349.8
2025-05-04;Calidad;Publicidad;5293.4
2025-03-18;Marketing;;7288.48
2025-10-14;Marketing;Alquileres;7580.81
2025-09-01;Marketing;Hardware;970.94
2025-07-27;IT;Seguros;14777.93
2025-09-23;Direccion;Personal;845.22
2025-03-22;Calidad;Alquileres;2068.97
2025-08-01;Direccion;Software;9703.66
2025-01-18;IT;Suministros;10802.41
2025-09-22;Operaciones;Viajes;6502.33
2025-03-24;;Seguros;4250.22
2025-04-30;IT;Personal;4173.3
2025-09-12;Operaciones;Suministros;2019.22
2025-13-40;Contabilidad;Mantenimiento;2459.72
2025-08-14;Calidad;Suministros;7529.49
2025-10-26;Marketing;Seguros;807.86
2025-05-22;Operaciones;Software;1325.96
2025-09-20;Ventas;Personal;4899.49
2025-01-11;RRHH;Hardware;983.93
2025-03-30;Ventas;Publicidad;18962.0
2025-08-06;Contabilidad;Seguros;7902.2
2025-07-24;RRHH;Seguros;384.69
2025-10-11;Calidad;Alquileres;3142.36
2025-04-16;Calidad;Software;2223.51
2025-04-29;I+D;Mantenimiento;2882.46
2025-01-28;RRHH;Viajes;5386.19
2025-06-11;I+D;Hardware;522.53
2025-03-15;Contabilidad;XXX-PARTIDA MALA;7825.19
2025-06-22;Operaciones;Mantenimiento;1519.56
2025-07-16;Direccion;Viajes;8455.26
2025-05-05;Calidad;Alquileres;2169.28
2025-08-30;Marketing;XXX-PARTIDA MALA;8385.94
2025-08-28;Contabilidad;Software;13130.81
2025-04-04;I+D;Personal;5122.26
2025-03-05;Calidad;Alquileres;1152.74
2025-06-03;RRHH;Personal;16038.62
2025-07-14;Marketing;XXX-PARTIDA MALA;3290.48
2025-07-27;Operaciones;Personal;842.89
2025-03-27;Calidad;Formacion;3777.85
2025-08-19;Marketing;Mantenimiento;6160.6
2025-10-08;Administracion;Hardware;9174.09
2025-05-29;IT;Software;10895.66
2025-04-29;Administracion;Personal;2119.26
2025-03-21;Direccion;Alquileres;2195.72
2025-04-28;Calidad;Alquileres;836.49
2025-03-12;Administracion;Software;1755.67
2025-01-30;Ventas;Seguros;188.13
2025-07-12;Administracion;Software;960.17
2025-10-10;Administracion;Publicidad;12625.09
2025-06-25;I+D;Alquileres;546.24
2025-07-06;Operaciones;Seguros;-500.0
2025-09-17;I+D;Software;231.76
2025-05-26;Ventas;Seguros;5409.78
2025-04-20;Operaciones;Publicidad;3194.75
2025-02-22;Marketing;Formacion;9378.78
2025-10-02;Direccion;Viajes;1584.27
2025-08-12;I+D;Alquileres;8500.46
2025-05-10;Calidad;Personal;14119.33
2025-06-12;RRHH;Suministros;2471.89
2025-02-25;IT;Formacion;7001.69
2025-10-29;Operaciones;Formacion;1265.92
2025-07-05;XXX-AREA MALA;Software;1927.49
2025-07-27;IT;Mantenimiento;10506.53
2025-01-30;RRHH;Suministros;11350.41
2025-03-29;IT;Suministros;9994.74
2025-07-15;IT;Suministros;1992.77
2025-09-16;Contabilidad;Suministros;272.05
2025-02-06;IT;Seguros;-500.0
2025-05-05;Administracion;Publicidad;10335.78
2025-01-03;Operaciones;Viajes;4177.95
2025-10-31;Contabilidad;Personal;1890.91
2025-09-20;Calidad;Suministros;11726.56
2025-03-22;Administracion;XXX-PARTIDA MALA;1926.45
2025-10-17;Marketing;Seguros;8792.22
2025-01-20;Administracion;Seguros;8332.35
2025-04-17;Administracion;Personal;10524.0
2025-03-12;Administracion;Formacion;1131.91
2025-10-28;Calidad;Software;4483.3
2025-04-30;Contabilidad;Suministros;2259.98
2025-11-08;Administracion;Personal;5089.29
2025-08-15;RRHH;Formacion;12200.14
2025-01-24;Direccion;Publicidad;452.23
2025-10-28;I+D;Hardware;111.04
2025-08-13;Contabilidad;Seguros;13888.0
2025-07-29;Administracion;XXX-PARTIDA MALA;5768.76
2025-10-08;Contabilidad;Mantenimiento;188.13
2025-04-18;Calidad;Suministros;8464.72
2025-05-17;Ventas;XXX-PARTIDA MALA;6008.27
2025-05-19;RRHH;Mantenimiento;8169.17
2025-10-14;Calidad;Alquileres;1247.99
2025-08-05;Direccion;Seguros;293.08
2025-03-26;Marketing;Software;11918.19
2025-05-06;Direccion;Viajes;5265.36
2025-07-18;Marketing;Suministros;10707.86
2025-09-20;Direccion;Personal;730.43
2025-06-15;Direccion;Seguros;481.57
2025-10-29;RRHH;XXX-PARTIDA MALA;16830.31
2025-04-14;Calidad;XXX-PARTIDA MALA;997.88
2025-10-23;IT;Viajes;7675.46
2025-02-04;RRHH;Mantenimiento;9713.1
2025-01-01;Ventas;Alquileres;6469.94
2025-02-25;Calidad;Mantenimiento;6322.04
2025-01-03;I+D;Personal;5724.59
2025-09-29;RRHH;Viajes;8422.0
2025-05-30;Contabilidad;Software;16997.56
2025-07-07;Marketing;Alquileres;8496.69
2025-10-22;Operaciones;Hardware;4634.42
2025-03-31;Ventas;Seguros;4414.63
2025-10-02;Administracion;Viajes;3848.94
2025-09-04;XXX-AREA MALA;Viajes;3578.62
2025-06-30;RRHH;Suministros;11964.76
2025-02-07;Direccion;Publicidad;444.48
2025-05-24;Calidad;Publicidad;2152.98
2025-03-31;Direccion;Formacion;16336.12
